location,size,bhk,total_sqft,tot_sqft,bath,price,house_price,del_by_bath,bhk_blank,bath_blank,price_blank,del_by_sqft
TC Palaya,3 Bedroom,3,1475 ,1475,3,98,9800000,save,FALSE,FALSE,FALSE,save
Maruthi Sevanagar,2 BHK,2,950 ,950,2,47,4700000,save,FALSE,FALSE,FALSE,save
RMV 2nd Stage,4 BHK,4,2000 ,2000,4,120,12000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,4 BHK,4,1863 ,1863,3,104,10400000,save,FALSE,FALSE,FALSE,save
Singasandra,2 BHK,2,1010 ,1010,2,29.5,2950000,save,FALSE,FALSE,FALSE,save
Kalena Agrahara,3 BHK,3,1425 ,1425,2,70,7000000,save,FALSE,FALSE,FALSE,save
Vijayanagar,3 BHK,3,1450 ,1450,3,100,10000000,save,FALSE,FALSE,FALSE,save
Kothanur,3 BHK,3,1847 ,1847,3,105,10500000,save,FALSE,FALSE,FALSE,save
AECS Layout,2 BHK,2,1100 ,1100,2,45,4500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,1 BHK,1,525 ,525,1,26,2600000,save,FALSE,FALSE,FALSE,save
Mallasandra,3 BHK,3,1665 ,1665,3,95,9500000,save,FALSE,FALSE,FALSE,save
Begur,4 BHK,4,1664 ,1664,4,65,6500000,save,FALSE,FALSE,FALSE,save
JP Nagar,3 BHK,3,1850 ,1850,3,150,15000000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1438 ,1438,2,100,10000000,save,FALSE,FALSE,FALSE,save
Sunder Ram Shetty Nagar,3 BHK,3,1560 ,1560,3,115,11500000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1350 ,1350,2,55.55,5555000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1550 ,1550,3,67,6700000,save,FALSE,FALSE,FALSE,save
Malleshpalya,2 BHK,2,1140 ,1140,2,46.5,4650000,save,FALSE,FALSE,FALSE,save
Kodathi,2 BHK,2,850 ,850,2,27,2700000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1280 ,1280,2,75,7500000,save,FALSE,FALSE,FALSE,save
Munnekollal,2 BHK,2,1170 ,1170,2,52,5200000,save,FALSE,FALSE,FALSE,save
Motappa Layout,2 BHK,2,1113 ,1113,2,51,5100000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1385 ,1385,2,83.09,8309000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1128 ,1128,2,65,6500000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 Bedroom,2,1200 ,1200,2,128,12800000,save,FALSE,FALSE,FALSE,save
Akshaya Vana,4 Bedroom,4,1200 ,1200,4,165,16500000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,3 BHK,3,2390 ,2390,3,415,41500000,save,FALSE,FALSE,FALSE,save
Giri Nagar,4 Bedroom,4,2400 ,2400,4,400,40000000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
Manayata Tech Park,2 BHK,2,1200 ,1200,2,55,5500000,save,FALSE,FALSE,FALSE,save
Kaval Byrasandra,2 BHK,2,1200 ,1200,2,52,5200000,save,FALSE,FALSE,FALSE,save
Kaggalipura,3 BHK,3,1150 ,1150,2,55,5500000,save,FALSE,FALSE,FALSE,save
Basavanna Nagar,3 BHK,3,1645 ,1645,3,95,9500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1000 ,1000,2,67,6700000,save,FALSE,FALSE,FALSE,save
Haralur Road,4 Bedroom,4,2650 ,2650,4,198,19800000,save,FALSE,FALSE,FALSE,save
6th Phase JP Nagar,2 BHK,2,1192 ,1192,2,74,7400000,save,FALSE,FALSE,FALSE,save
Ulsoor,3 BHK,3,2135 ,2135,3,215,21500000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1173 ,1173,2,58,5800000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1020 ,1020,2,45,4500000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,3 BHK,3,1600 ,1600,3,64,6400000,save,FALSE,FALSE,FALSE,save
T.C PALYA,2 Bedroom,2,1200 ,1200,2,79,7900000,save,FALSE,FALSE,FALSE,save
Muneshwara Nagar,2 BHK,2,1230 ,1230,2,48,4800000,save,FALSE,FALSE,FALSE,save
 Devarachikkanahalli,2 BHK,2,1250 ,1250,2,40,4000000,save,FALSE,FALSE,FALSE,save
Kalena Agrahara,2 BHK,2,1325 ,1325,2,76,7600000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1850 ,1850,3,150,15000000,save,FALSE,FALSE,FALSE,save
Basaveshwara Nagar,2 BHK,2,1200 ,1200,2,65,6500000,save,FALSE,FALSE,FALSE,save
Bull Temple Road,3 Bedroom,3,1350 ,1350,2,140,14000000,save,FALSE,FALSE,FALSE,save
Bommasandra,3 BHK,3,1260 ,1260,3,49.36,4936000,save,FALSE,FALSE,FALSE,save
Prashanth Nagar,3 BHK,3,1800 ,1800,3,150,15000000,save,FALSE,FALSE,FALSE,save
Ardendale,2 BHK,2,1100 ,1100,2,43.25,4325000,save,FALSE,FALSE,FALSE,save
Harlur,2 BHK,2,1508 ,1508,2,77,7700000,save,FALSE,FALSE,FALSE,save
Sampigehalli,3 BHK,3,1592 ,1592,3,75,7500000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,2 BHK,2,1388 ,1388,2,57,5700000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,1 BHK,1,630 ,630,1,28.35,2835000,save,FALSE,FALSE,FALSE,save
RMV,3 Bedroom,3,2000 ,2000,3,365,36500000,save,FALSE,FALSE,FALSE,save
Banashankari3rd stage bigbazar,3 BHK,3,1762 ,1762,3,125,12500000,save,FALSE,FALSE,FALSE,save
Bagalur Main Road,2 BHK,2,950 ,950,2,50,5000000,save,FALSE,FALSE,FALSE,save
Magadi Road,2 BHK,2,1116 ,1116,2,50,5000000,save,FALSE,FALSE,FALSE,save
Narayanapura,2 BHK,2,1308 ,1308,2,89.04,8904000,save,FALSE,FALSE,FALSE,save
MS Pallya,3 BHK,3,1200 ,1200,3,90,9000000,save,FALSE,FALSE,FALSE,save
Binny Mills Employees Colony,4 Bedroom,4,1500 ,1500,4,230,23000000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,1 BHK,1,500 ,500,1,18.5,1850000,save,FALSE,FALSE,FALSE,save
Hennur,2 BHK,2,1075 ,1075,2,52,5200000,save,FALSE,FALSE,FALSE,save
Chandapura,1 BHK,1,530 ,530,1,11.66,1166000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,1205 ,1205,2,66,6600000,save,FALSE,FALSE,FALSE,save
5th Phase JP Nagar,2 BHK,2,1075 ,1075,2,60,6000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,930 ,930,2,39,3900000,save,FALSE,FALSE,FALSE,save
Balagere,2 BHK,2,1380 ,1380,2,60,6000000,save,FALSE,FALSE,FALSE,save
Kodigehaali,2 BHK,2,1166 ,1166,2,55,5500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1050 ,1050,2,65,6500000,save,FALSE,FALSE,FALSE,save
Gopalapura,3 BHK,3,2024 ,2023,3,275,27500000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1200 ,1200,2,46.8,4680000,save,FALSE,FALSE,FALSE,save
Lakshminarayana Pura,3 BHK,3,1600 ,1600,2,108,10800000,save,FALSE,FALSE,FALSE,save
Billekahalli,3 BHK,3,1935 ,1935,3,110,11000000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,1 BHK,1,451 ,451,1,29.9,2990000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1800 ,1800,3,95,9500000,save,FALSE,FALSE,FALSE,save
Jalahalli,3 BHK,3,1400 ,1400,3,77,7700000,save,FALSE,FALSE,FALSE,save
Hegde Nagar,3 BHK,3,1801 ,1801,3,115,11500000,save,FALSE,FALSE,FALSE,save
Mahadevpura,2 BHK,2,1451 ,1451,2,90,9000000,save,FALSE,FALSE,FALSE,save
Anekal,2 Bedroom,2,1200 ,1200,1,36,3600000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1160 ,1160,2,44,4400000,save,FALSE,FALSE,FALSE,save
Kengeri,2 BHK,2,1000 ,1000,2,25,2500000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,950 ,950,2,40,4000000,save,FALSE,FALSE,FALSE,save
"Hoodi Circle, ",3 BHK,3,1629 ,1629,3,79,7900000,save,FALSE,FALSE,FALSE,save
Vijayanagar,3 BHK,3,1580 ,1580,2,134,13400000,save,FALSE,FALSE,FALSE,save
Vijayanagar,3 BHK,3,1826 ,1826,3,121,12100000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1245 ,1245,2,94,9400000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1145 ,1145,2,45.79,4579000,save,FALSE,FALSE,FALSE,save
Sompura,2 BHK,2,825 ,825,2,33,3300000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1693 ,1693,3,108,10800000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1113 ,1113,2,53,5300000,save,FALSE,FALSE,FALSE,save
Ashirvad Colony,2 BHK,2,1460 ,1460,2,58,5800000,save,FALSE,FALSE,FALSE,save
Doddathoguru,2 BHK,2,1050 ,1050,2,32,3200000,save,FALSE,FALSE,FALSE,save
Dodda Nekkundi,2 BHK,2,1260 ,1260,2,55,5500000,save,FALSE,FALSE,FALSE,save
Hosur Road,2 BHK,2,1656 ,1656,2,120,12000000,save,FALSE,FALSE,FALSE,save
Chandapura,3 BHK,3,1208 ,1208,3,45,4500000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1910 ,1910,3,161,16100000,save,FALSE,FALSE,FALSE,save
Whitefield,4 BHK,4,3252 ,3252,4,230,23000000,save,FALSE,FALSE,FALSE,save
Battarahalli,2 Bedroom,2,1200 ,1200,2,65,6500000,save,FALSE,FALSE,FALSE,save
Gokula Extension,4 BHK,4,1200 ,1200,4,175,17500000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1175 ,1175,2,82,8200000,save,FALSE,FALSE,FALSE,save
Kamakshipalya,2 Bedroom,2,1000 ,1000,2,165,16500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,4 Bedroom,4,1200 ,1200,2,125,12500000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,3 BHK,3,2390 ,2390,3,410,41000000,save,FALSE,FALSE,FALSE,save
Sanne Amanikere,2 BHK,2,1185 ,1185,2,38,3800000,save,FALSE,FALSE,FALSE,save
Kengeri,2 BHK,2,750 ,750,2,38,3800000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1550 ,1550,3,64.5,6450000,save,FALSE,FALSE,FALSE,save
Amco Colony,3 BHK,3,1760 ,1760,3,88,8800000,save,FALSE,FALSE,FALSE,save
Billekahalli,2 BHK,2,1125 ,1125,2,62,6200000,save,FALSE,FALSE,FALSE,save
Nagarbhavi,3 Bedroom,3,1350 ,1350,3,150,15000000,save,FALSE,FALSE,FALSE,save
Anandapura,2 Bedroom,2,1000 ,1000,2,55,5500000,save,FALSE,FALSE,FALSE,save
Bommasandra Industrial Area,2 BHK,2,1090 ,1090,2,31.48,3148000,save,FALSE,FALSE,FALSE,save
TC Palaya,2 Bedroom,2,1200 ,1200,2,60,6000000,save,FALSE,FALSE,FALSE,save
Bommasandra,2 BHK,2,1060 ,1060,2,26.5,2650000,save,FALSE,FALSE,FALSE,save
Ambalipura,2 BHK,2,1105 ,1105,2,75,7500000,save,FALSE,FALSE,FALSE,save
Hoodi,2 BHK,2,985 ,985,2,67,6700000,save,FALSE,FALSE,FALSE,save
Balagere,3 BHK,3,1590 ,1590,3,79,7900000,save,FALSE,FALSE,FALSE,save
CV Raman Nagar,2 BHK,2,1120 ,1120,2,55,5500000,save,FALSE,FALSE,FALSE,save
Samethanahalli,2 BHK,2,1069 ,1069,2,55,5500000,save,FALSE,FALSE,FALSE,save
Marathahalli,3 BHK,3,1933 ,1933,3,140,14000000,save,FALSE,FALSE,FALSE,save
Hosur Road,2 BHK,2,1194 ,1194,2,69,6900000,save,FALSE,FALSE,FALSE,save
Brookefield,2 BHK,2,1150 ,1150,2,69,6900000,save,FALSE,FALSE,FALSE,save
Yelenahalli,2 BHK,2,1240 ,1240,2,47.12,4712000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1419 ,1419,2,48.1,4810000,save,FALSE,FALSE,FALSE,save
Suddaguntepalya,3 BHK,3,1450 ,1450,3,55,5500000,save,FALSE,FALSE,FALSE,save
Udayapur Village,3 BHK,3,1630 ,1630,3,68.29,6829000,save,FALSE,FALSE,FALSE,save
Dasanapura,2 BHK,2,708 ,708,1,40,4000000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,1250 ,1250,2,76,7600000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1400 ,1400,2,95,9500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1670 ,1670,2,57,5700000,save,FALSE,FALSE,FALSE,save
Ardendale,3 BHK,3,1750 ,1750,3,100,10000000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1404 ,1404,2,71,7100000,save,FALSE,FALSE,FALSE,save
Hoodi,3 BHK,3,1715 ,1715,2,95,9500000,save,FALSE,FALSE,FALSE,save
Electronic City,1 BHK,1,630 ,630,1,34.65,3465000,save,FALSE,FALSE,FALSE,save
Harlur,3 BHK,3,1752 ,1752,3,135,13500000,save,FALSE,FALSE,FALSE,save
Hulimavu,3 BHK,3,1650 ,1650,3,78,7800000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,2 BHK,2,1295 ,1295,2,55.47,5547000,save,FALSE,FALSE,FALSE,save
Giri Nagar,3 Bedroom,3,1800 ,1800,3,252,25200000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1346 ,1346,2,74.03,7403000,save,FALSE,FALSE,FALSE,save
Thippasandra,4 Bedroom,4,1200 ,1200,4,200,20000000,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1150 ,1150,2,55,5500000,save,FALSE,FALSE,FALSE,save
Chikkabidarakallu,4 Bedroom,4,3309 ,3309,4,325,32500000,save,FALSE,FALSE,FALSE,save
Chandapura,3 BHK,3,1190 ,1190,2,30.35,3035000,save,FALSE,FALSE,FALSE,save
AECS Layout,3 BHK,3,1620 ,1620,3,98,9800000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,950 ,950,2,46.96,4696000,save,FALSE,FALSE,FALSE,save
1 Giri Nagar,11 BHK,11,5000 ,5000,9,360,36000000,save,FALSE,FALSE,FALSE,save
Harlur,3 BHK,3,2450 ,2450,3,120,12000000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,3 BHK,3,1220 ,1220,2,35.23,3523000,save,FALSE,FALSE,FALSE,save
Hoysalanagar,2 BHK,2,850 ,850,2,30,3000000,save,FALSE,FALSE,FALSE,save
Padmanabhanagar,2 BHK,2,1020 ,1020,2,63,6300000,save,FALSE,FALSE,FALSE,save
Chikkalasandra,2 BHK,2,1100 ,1100,2,50,5000000,save,FALSE,FALSE,FALSE,save
Defence Colony,2 BHK,2,1150 ,1150,2,126,12600000,save,FALSE,FALSE,FALSE,save
Hebbal,3 BHK,3,1760 ,1760,2,130,13000000,save,FALSE,FALSE,FALSE,save
Ambalipura,3 BHK,3,1800 ,1800,3,110,11000000,save,FALSE,FALSE,FALSE,save
Akshaya Nagar,2 BHK,2,1070 ,1070,2,54,5400000,save,FALSE,FALSE,FALSE,save
2nd Stage Nagarbhavi,4 Bedroom,4,1500 ,1500,4,220,22000000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,2 Bedroom,2,1440 ,1440,2,95,9500000,save,FALSE,FALSE,FALSE,save
Amruthahalli,2 BHK,2,900 ,900,2,40,4000000,save,FALSE,FALSE,FALSE,save
ITI Employees Layout,4 BHK,4,1200 ,1200,4,230,23000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1130 ,1130,2,42.16,4216000,save,FALSE,FALSE,FALSE,save
Koramangala,2 BHK,2,1320 ,1320,2,165,16500000,save,FALSE,FALSE,FALSE,save
Kodigehalli,2 BHK,2,1270 ,1270,2,98,9800000,save,FALSE,FALSE,FALSE,save
Patelappa Layout,2 BHK,2,1200 ,1200,2,62,6200000,save,FALSE,FALSE,FALSE,save
Ring Road Nagarbhavi,4 BHK,4,4800 ,4800,4,235,23500000,save,FALSE,FALSE,FALSE,save
NS Palya,2 BHK,2,1200 ,1200,2,74,7400000,save,FALSE,FALSE,FALSE,save
Subramanyapura,2 BHK,2,929 ,929,2,50.17,5017000,save,FALSE,FALSE,FALSE,save
KUDLU MAIN ROAD,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,4 BHK,4,3600 ,3600,4,400,40000000,save,FALSE,FALSE,FALSE,save
Bank Avenue,4 Bedroom,4,2000 ,2000,4,99,9900000,save,FALSE,FALSE,FALSE,save
Chikkalasandra,2 BHK,2,1208 ,1208,2,49,4900000,save,FALSE,FALSE,FALSE,save
Hebbal Kempapura,2 BHK,2,1130 ,1130,2,60,6000000,save,FALSE,FALSE,FALSE,save
Surabhi Layout,3 BHK,3,1753 ,1753,3,120,12000000,save,FALSE,FALSE,FALSE,save
Hoodi,2 BHK,2,1196 ,1196,2,94.42,9442000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1128 ,1128,2,63,6300000,save,FALSE,FALSE,FALSE,save
Omkar Nagar,2 BHK,2,1000 ,1000,2,53,5300000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1035 ,1035,2,45,4500000,save,FALSE,FALSE,FALSE,save
Kereguddadahalli,2 BHK,2,950 ,950,2,32,3200000,save,FALSE,FALSE,FALSE,save
Bisuvanahalli,3 BHK,3,1075 ,1075,2,36,3600000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1040 ,1040,2,48.5,4850000,save,FALSE,FALSE,FALSE,save
Maragondanahalli,2 Bedroom,2,720 ,720,2,45,4500000,save,FALSE,FALSE,FALSE,save
Lingadheeranahalli,3 BHK,3,1511 ,1511,3,95,9500000,save,FALSE,FALSE,FALSE,save
Silk Board,3 BHK,3,1300 ,1300,3,58,5800000,save,FALSE,FALSE,FALSE,save
Hoodi,3 BHK,3,1545 ,1545,3,68.75,6875000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,2 BHK,2,1062 ,1062,2,38,3800000,save,FALSE,FALSE,FALSE,save
Kada Agrahara,2 BHK,2,1115 ,1115,2,40,4000000,save,FALSE,FALSE,FALSE,save
JP Nagar,2 BHK,2,1000 ,1000,2,35,3500000,save,FALSE,FALSE,FALSE,save
Kambipura,2 BHK,2,883 ,883,2,45,4500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1195 ,1195,2,70,7000000,save,FALSE,FALSE,FALSE,save
BHEL Layout,4 Bedroom,4,1200 ,1200,3,165,16500000,save,FALSE,FALSE,FALSE,save
Medahalli,1 Bedroom,1,700 ,700,1,41,4100000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1246 ,1246,2,67,6700000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,4 Bedroom,4,8500 ,8500,4,145,14500000,save,FALSE,FALSE,FALSE,save
Kashi Nagar,4 BHK,4,1600 ,1600,4,80,8000000,save,FALSE,FALSE,FALSE,save
Begur Road,3 BHK,3,1584 ,1584,3,65,6500000,save,FALSE,FALSE,FALSE,save
Hosur Road,3 BHK,3,1175 ,1175,2,48,4800000,save,FALSE,FALSE,FALSE,save
"Yemlur, Old Airport Road, ",3 BHK,3,1595 ,1595,3,115,11500000,save,FALSE,FALSE,FALSE,save
VHBCS Layout,2 BHK,2,1353 ,1353,2,110,11000000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1599 ,1599,3,125,12500000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1150 ,1150,2,70,7000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1155 ,1155,2,42.74,4274000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1000 ,1000,2,25,2500000,save,FALSE,FALSE,FALSE,save
Thanisandra,4 BHK,4,3000 ,3000,4,120,12000000,save,FALSE,FALSE,FALSE,save
Rajiv Nagar,3 BHK,3,1867 ,1867,3,160,16000000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,2 BHK,2,1251 ,1251,2,47,4700000,save,FALSE,FALSE,FALSE,save
Gattahalli,2 BHK,2,1028 ,1028,2,45.5,4550000,save,FALSE,FALSE,FALSE,save
Arekere,2 BHK,2,1222 ,1222,2,45,4500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1170 ,1170,2,66,6600000,save,FALSE,FALSE,FALSE,save
Ramanjaneyanagar,3 BHK,3,1385 ,1385,2,48.48,4848000,save,FALSE,FALSE,FALSE,save
HSR Layout,2 BHK,2,1372 ,1372,2,68,6800000,save,FALSE,FALSE,FALSE,save
Magadi Road,3 BHK,3,1282 ,1282,2,49,4900000,save,FALSE,FALSE,FALSE,save
Mico Layout,9 BHK,9,5000 ,5000,9,210,21000000,save,FALSE,FALSE,FALSE,save
7th Block Jayanagar,5 Bedroom,5,3000 ,3000,3,528,52800000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1135 ,1135,2,39.73,3973000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1768 ,1768,3,101,10100000,save,FALSE,FALSE,FALSE,save
Byatarayanapura,3 BHK,3,1325 ,1325,2,90,9000000,save,FALSE,FALSE,FALSE,save
Electronic City,3 BHK,3,1599 ,1599,3,99,9900000,save,FALSE,FALSE,FALSE,save
Whitefield,3 Bedroom,3,1500 ,1500,3,61.95,6195000,save,FALSE,FALSE,FALSE,save
2nd Phase JP Nagar,3 Bedroom,3,2610 ,2610,3,499,49900000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1286 ,1286,2,63,6300000,save,FALSE,FALSE,FALSE,save
Kammanahalli,5 BHK,5,2845 ,2845,5,140,14000000,save,FALSE,FALSE,FALSE,save
K G Colony,3 BHK,3,1600 ,1600,2,50,5000000,save,FALSE,FALSE,FALSE,save
Hennur Road,2 BHK,2,1195 - 1440,1195,2,63.77,6377000,save,FALSE,FALSE,FALSE,save
Munnekollal,2 BHK,2,1102 ,1102,2,53.67,5367000,save,FALSE,FALSE,FALSE,save
Yelahanka,2 BHK,2,1350 ,1350,2,54,5400000,save,FALSE,FALSE,FALSE,save
Banashankari,3 BHK,3,1200 ,1200,2,42,4200000,save,FALSE,FALSE,FALSE,save
Herohalli,2 Bedroom,2,1800 ,1800,1,80,8000000,save,FALSE,FALSE,FALSE,save
Chikkabanavar,2 BHK,2,950 ,950,2,40,4000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,1 BHK,1,525 ,525,1,27.25,2725000,save,FALSE,FALSE,FALSE,save
Attibele,2 BHK,2,656 ,656,2,25,2500000,save,FALSE,FALSE,FALSE,save
Marathahalli,4 Bedroom,4,1780 ,1780,4,175,17500000,save,FALSE,FALSE,FALSE,save
3rd Block Hrbr Layout,2 BHK,2,1056 ,1056,2,80,8000000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,1 BHK,1,595 ,595,1,33.32,3332000,save,FALSE,FALSE,FALSE,save
Ittamadu,2 BHK,2,1080 ,1080,2,50,5000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,2225 ,2225,3,160,16000000,save,FALSE,FALSE,FALSE,save
Bommasandra,2 BHK,2,1126 ,1126,2,28.15,2815000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,3 BHK,3,1490 ,1490,3,84,8400000,save,FALSE,FALSE,FALSE,save
HRBR Layout,4 Bedroom,4,2000 ,2000,4,300,30000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1550 ,1550,3,100,10000000,save,FALSE,FALSE,FALSE,save
,3 BHK,3,1600 ,1600,3,86,8600000,save,FALSE,FALSE,FALSE,save
Ashwini layout,2 BHK,2,1160 ,1160,2,55,5500000,save,FALSE,FALSE,FALSE,save
Whitefield,4 Bedroom,4,4144 ,4144,4,315,31500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,2100 ,2100,3,125,12500000,save,FALSE,FALSE,FALSE,save
Vittasandra,2 BHK,2,1404 ,1404,2,69.3,6930000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,4 Bedroom,4,2230 ,2230,4,225,22500000,save,FALSE,FALSE,FALSE,save
Marathalli bridge,3 BHK,3,1544 ,1544,3,120,12000000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,3 BHK,3,1305 ,1305,2,58.7,5870000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1230 ,1230,2,80,8000000,save,FALSE,FALSE,FALSE,save
T.C PALYA,2 Bedroom,2,1200 ,1200,2,65,6500000,save,FALSE,FALSE,FALSE,save
Harlur,3 BHK,3,1460 ,1460,3,73,7300000,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,967 ,967,2,45,4500000,save,FALSE,FALSE,FALSE,save
Byatarayanapura,1 Bedroom,1,540 ,540,1,36,3600000,save,FALSE,FALSE,FALSE,save
Hormavu,1 BHK,1,715 ,715,1,46,4600000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,2500 ,2500,3,313,31300000,save,FALSE,FALSE,FALSE,save
Dooravani Nagar,3 BHK,3,1578 ,1578,3,180,18000000,save,FALSE,FALSE,FALSE,save
Mysore Road,2 BHK,2,1020 ,1020,2,48.95,4895000,save,FALSE,FALSE,FALSE,save
Jigani,2 BHK,2,1020 ,1020,2,40,4000000,save,FALSE,FALSE,FALSE,save
Koramangala,2 BHK,2,1253 ,1253,2,102,10200000,save,FALSE,FALSE,FALSE,save
JCR Layout,2 BHK,2,1180 ,1180,2,42,4200000,save,FALSE,FALSE,FALSE,save
Nehru Nagar,2 BHK,2,961 ,961,2,38,3800000,save,FALSE,FALSE,FALSE,save
Kanakapura,3 BHK,3,1419 ,1419,3,75,7500000,save,FALSE,FALSE,FALSE,save
Harlur,3 BHK,3,1709 ,1709,3,150,15000000,save,FALSE,FALSE,FALSE,save
Papareddipalya,2 Bedroom,2,1600 ,1600,2,115,11500000,save,FALSE,FALSE,FALSE,save
Venkatapura,1 BHK,1,416 ,416,1,18.5,1850000,save,FALSE,FALSE,FALSE,save
Sanjay nagar,2 BHK,2,1100 ,1100,2,98,9800000,save,FALSE,FALSE,FALSE,save
HSR Layout,3 BHK,3,1430 ,1430,2,65,6500000,save,FALSE,FALSE,FALSE,save
Sneha Colony,2 BHK,2,1260 ,1260,2,45,4500000,save,FALSE,FALSE,FALSE,save
RMV Extension,3 BHK,3,1630 ,1630,3,85,8500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1249 ,1249,3,44.71,4471000,save,FALSE,FALSE,FALSE,save
Kalena Agrahara,3 BHK,3,1450 ,1450,2,85,8500000,save,FALSE,FALSE,FALSE,save
